SNR,F1 score y_hat,F1 score y
10,0.8687217608660133,0.9349942072861348
15,0.9001271294835202,0.9500453543128747
20,0.8942733303078809,0.9098247866358052
25,0.9304950425918168,0.921537451678544
30,0.9512164372359276,0.9320516903266107
35,0.926586336363053,0.92466438434775
40,0.9311068379836291,0.9211942818748085
45,0.9153050133323966,0.9275386456048853
50,0.9235050496331839,0.9287556179144054
-10,0.007692307692307693,0.0
-5,0.320511564318693,0.2754894878261484
0,0.6438686455417868,0.5803104725312991
5,0.7943039433251178,0.8274441556211555
10,0.7486201508425314,0.8876859524774552
15,0.7915823784146043,0.8737145300380595
20,0.8859541814988876,0.9360000348770766
25,0.9420189954358037,0.9334891939853712
30,0.9399910745109367,0.9227468014269942
35,0.8932765621475298,0.9313610978582447
40,0.930207310334352,0.8971686060844748
45,0.9432208024949962,0.9236817881692652
50,0.9137805878212856,0.922653876799987
-10,0.0,0.005
-5,0.29309837505489683,0.17411382734912145
0,0.6023826173826173,0.5191209256283441
5,0.7659560347120167,0.8643373856417333
10,0.8516456832589461,0.9203361198365825
15,0.8937899674920136,0.9089653572794184
20,0.8881513602193772,0.9346308510210113
25,0.9514652100832226,0.9132684440383034
30,0.9453531931785324,0.9183606001168931
35,0.9355163408272785,0.9089033097638104
40,0.936891063791751,0.9058804124772856
45,0.9298917880089546,0.9167027169372707
50,0.9312759856961851,0.9184314503193223
-10,0.0,0.006666666666666666
-5,0.1909290709290709,0.2405192464678736
0,0.5826238562967401,0.5548395761326795
5,0.7270679499870123,0.8495801315774208
10,0.8432650787676019,0.9334164894027787
15,0.8808470332434497,0.9394010960437107
20,0.9220644602563539,0.9199088106842114
25,0.9401878982543813,0.9456772172366399
30,0.9283144633787564,0.9469363290725278
35,0.9471019303648376,0.9466093287991784
40,0.959596778361616,0.9416190418321235
45,0.9558269939582387,0.939192316151656
50,0.9478747700661652,0.9512671522190235
-10,0.0,0.010526315789473684
-5,0.00909090909090909,0.08381598793363501
0,0.5939953743486845,0.6509413708064383
5,0.6216663929107707,0.8399812934295692
10,0.8252361537813602,0.8906912642776021
15,0.8571717800856262,0.9225309517834749
20,0.8881730041553091,0.9246403481308431
25,0.8847311119679542,0.932344846813769
30,0.9065203309083358,0.9220022816979416
35,0.8681458716181517,0.9314421912890343
40,0.8934346052916176,0.9158628771291575
45,0.9167256997921829,0.9238029338211742
50,0.9153609303416749,0.9375571568375166
-10,0.0,0.009523809523809523
-5,0.26308179243711477,0.25215638128143175
0,0.6038502115550762,0.556067827677132
5,0.7641569582285229,0.8637937912691133
10,0.826617145128773,0.8748896383525541
15,0.8670479963748926,0.9301061753350133
20,0.8845581014459732,0.9447835364352658
25,0.9148708784575046,0.9480021357259207
30,0.8853036171687014,0.9317737757417792
35,0.891311511497847,0.9248262787942823
40,0.8999400178520501,0.9213848882997755
45,0.9087904485259608,0.9177077430048344
50,0.8903812930324063,0.9161045065999565
-10,0.00909090909090909,0.02085561497326203
