SNR,F1 score y_hat,F1 score y
45,0.022222222,0.136904762
50,0.136904762,0.136904762
-10,0,0
-5,0,0.05
0,0.111363636,0.073333333
5,0.111904762,0.21547619
10,0.222191843,0.131919192
15,0.277777778,0.139365079
20,0.57547619,0.156865079
25,0.09,0.195277778
30,0.286746032,0.258333333
35,0.151666667,0.230952381
40,0.387967033,0.276111111
45,0.220238095,0.228571429
50,0.225,0.203333333
-10,0,0
-5,0.048571429,0.065
0,0.047058824,0.05
5,0.202142857,0.244126984
10,0.091666667,0.198809524
15,0.175824176,0.216666667
20,0.127222222,0.187820513
25,0.184126984,0.198809524
30,0.140873016,0.198809524
35,0.095238095,0.198809524
40,0.198809524,0.198809524
45,0.175,0.198809524
50,0.136153846,0.198809524
-10,0.022222222,0
-5,0.018181818,0.106349206
0,0.095555556,0.195021645
5,0.078571429,0.206776557
10,0.036507937,0.151515152
15,0.401709402,0.1802331
20,0.212820513,0.24751634
25,0.326405229,0.288412698
30,0.087878788,0.269487179
35,0.130769231,0.262542735
40,0.277674314,0.269487179
45,0.273333333,0.269487179
50,0.275135566,0.269487179
-10,0,0
-5,0.018181818,0.081904762
0,0.188181818,0.198717949
5,0.033333333,0.16
10,0.152106227,0.095555556
15,0.335,0.108975469
20,0.139423077,0.118571429
25,0.219444444,0.094444444
30,0.144444444,0.084444444
35,0.028571429,0.091666667
40,0.153888889,0.153888889
45,0.498571429,0.075
50,0.270793651,0.134444444
-10,0,0
-5,0.02,0.066666667
0,0.022222222,0.057142857
5,0.079365079,0.138888889
10,0.095238095,0.197142857
15,0.025,0.24047619
20,0.947532468,0.228571429
25,0.271947497,0.157142857
30,0.388571429,0.161904762
35,0.06,0.161904762
40,0.183333333,0.161904762
45,0.571428571,0.161904762
50,0.025,0.161904762
-10,0,0
-5,0,0.065
0,0.061904762,0.195238095
5,0.056515152,0.153333333
10,0.330238095,0.176817043
15,0.282142857,0.207142857
20,0.219047619,0.203896104
25,0.257142857,0.316262626
30,0.1,0.225324675
35,0.299611017,0.227676768
40,0.207619048,0.207142857
45,0.268571429,0.198787879
50,0.915018315,0.221010101
-10,0,0
-5,0,0.132222222
0,0.07,0.206483516
5,0.221085859,0.16996337
10,0.088888889,0.123030303
15,0.078571429,0.100699301
20,0.16,0.111688312
25,0.123333333,0.111688312
30,0.952380952,0.107878788
35,0.065004831,0.107878788
40,0.107878788,0.107878788
45,0.132142857,0.107878788
50,0.1,0.107878788
-10,0,0
-5,0,0.036363636
0,0.191483516,0.150793651
5,0.026666667,0.133956044
10,0.170952381,0.146666667
15,0.262844933,0.098571429
20,0.1,0.151904762
25,0.196666667,0.155
30,0.04,0.179365079
35,0.425815296,0.158571429
40,0.155793651,0.158571429
45,0.158571429,0.158571429
50,0.257429763,0.158571429
-10,0,0
-5,0.016666667,0
0,0.147142857,0.243809524
5,0.022222222,0.187142857
10,0.033333333,0.207777778
15,0.197460317,0.201111111
20,0.209365079,0.201406371
25,0.066666667,0.244444444
30,0.098333333,0.211111111
35,0.046753247,0.251111111
40,0.17968254,0.244444444
45,0.162688423,0.244444444
50,0.13,0.244444444
-10,0,0
-5,0,0.208333333
0,0.273015873,0.326536797
5,0.351475681,0.203333333
10,0.028571429,0.12987013
15,0.171349206,0.128571429
20,0,0.143956044
25,0.28952381,0.128571429
30,0.28996337,0.128571429
35,0.103296703,0.128571429
40,0.135081585,0.152289377
45,0.128571429,0.128571429
50,0.077777778,0.128571429
-10,0.056944444,0
-5,0.068571429,0.09
0,0.093506494,0.296349206
5,0.025,0.151298701
10,0.219365079,0.217777778
15,0,0.131666667
20,0.111515152,0.14969697
25,0.045,0.135704296
30,0.142222222,0.122284382
35,0.194444444,0.106666667
40,0.124444444,0.12008658
45,0.490699301,0.132673993
50,0.106666667,0.122284382
-10,0.05,0
-5,0.043181818,0
0,0.025,0.207936508
5,0.036363636,0.087222222
10,0.203263403,0.215545566
15,0.727716728,0.187727273
20,0.120238095,0.37049062
25,0.367435065,0.331088911
30,0.235704296,0.358681319
35,0.384803807,0.308681319
40,0.167777778,0.358681319
45,0.165,0.372783883
50,0.403931624,0.372783883
-10,0.033333333,0
-5,0.033333333,0.073333333
0,0.115709291,0.346666667
5,0.231961927,0.147142857
10,0.091197691,0.157142857
15,0.054545455,0.15
20,0.661212121,0.2
25,0.286111111,0.224848485
30,0.083333333,0.157380952
35,0.1,0.225396825
40,0.121190476,0.196753247
45,0.617142857,0.154761905
50,0.148809524,0.208658009
-10,0,0
-5,0,0
0,0,0.230769231
5,0,0.148268398
10,0.113015873,0.15
15,0.386882562,0.161904762
20,0.267460317,0.164285714
25,0.462380952,0.135714286
30,0.061904762,0.195238095
35,0.107142857,0.185714286
40,0.713919414,0.209047619
45,0.329960317,0.185238095
50,0.209047619,0.209047619
-10,0.065,0
-5,0,0
0,0.057142857,0.262222222
5,0.048571429,0.247142857
10,0.148174603,0.106666667
15,0.61,0.146495726
20,0.490842491,0.111515152
25,0.16045177,0.121111111
30,0.428888889,0.148737374
35,0.253268398,0.105238095
40,0.101098901,0.092527473
45,0.514188312,0.105238095
50,0.11,0.112527473
-10,0,0
-5,0.025,0.120238095
0,0,0.106666667
5,0.098888889,0.1
10,0.033333333,0.175238095
15,0.303809524,0.274920635
20,0.123333333,0.183333333
25,0,0.203333333
30,0.555108225,0.183333333
35,0.505555556,0.183333333
40,0.183333333,0.183333333
45,0.626565657,0.183333333
50,0.608412698,0.183333333
-10,0,0
-5,0,0.04
0,0.1,0.205
5,0.065,0.285
10,0.165324675,0.101904762
15,0.02,0.115
20,0.04,0.131666667
25,0.183187531,0.098333333
30,0.088571429,0.137142857
35,0.309976657,0.12224736
40,0.131919192,0.121148459
45,0.076190476,0.13047619
50,0.12224736,0.12224736
-10,0.033333333,0
-5,0,0.04
0,0.065751634,0.046153846
5,0.133333333,0.087222222
10,0.121212121,0.165656566
15,0.447460317,0.146212121
20,0.165,0.112225275
25,0.336031746,0.141575092
30,0.187582418,0.124908425
35,0.081038961,0.117289377
40,0.566565657,0.117289377
45,0.123176823,0.12014652
50,0.123443223,0.123443223
-10,0.025,0
-5,0.02,0.047222222
0,0.153333333,0.153571429
5,0.138571429,0.170238095
10,0.633823529,0.156666667
15,0.173864734,0.118627451
20,0.678531746,0.128865546
25,0.097435897,0.136363636
30,0.313808081,0.201111111
35,0.205728716,0.16547619
40,0.181666667,0.166666667
45,0.166666667,0.185238095
50,0.277380952,0.166666667
-10,0.028571429,0
-5,0,0.1
0,0.160642136,0.148333333
5,0.016666667,0.106515152
10,0.252554113,0.108585859
15,0.092857143,0.237157287
20,0.184285714,0.225
25,0.198015873,0.208116883
30,0.048717949,0.1
35,0.217142857,0.195238095
40,0.209935065,0.114102564
45,0.233975469,0.114102564
50,0.197222222,0.197222222
-10,0.028571429,0
-5,0,0.025
0,0.080555556,0.184126984
5,0.16,0.14
10,0.083333333,0.104126984
15,0.155294118,0.133333333
20,0.056515152,0.162878788
25,0.078333333,0.133333333
30,0.186507937,0.193571429
35,0.013333333,0.095555556
40,0.098333333,0.095555556
45,0.144444444,0.098333333
50,0.243333333,0.098333333
